id,name,latitude,longitude,bike_slots,public_art,night_club,bicycle_store,coffee_shop,fast_food,museum,grocery_store
e7bf01431a6982f032996ad50a9e5bd7,Pender & Gore,49.280284,-123.097052,14,0,3,5,26,6,8,38
e9b37f2d9b7b2e2e3ade73f13acb69b2,Richards & Davie,49.275683,-123.124388,14,1,16,2,40,23,2,22
e9c4bd1fffbb1e5b058b8ea15f7307f6,Pender & Commercial,49.280332,-123.070068,16,0,2,3,16,0,0,12
ea9485fcdce0611243474d000e4ad248,18th & Cambie,49.254818,-123.114785,24,0,0,2,13,2,0,3
ebc551adb0fc1a684f4080e4954a9ba4,2nd & Commercial,49.268616,-123.069908,22,0,0,0,21,9,0,17
ee620d77724c8993b0d366e7ec655b64,Wesbrook Village - Berton & Shrum,49.25478,-123.23621,28,0,0,1,3,0,0,1
efa947b901a2cf85b58320b3ad26a2fe,Chilco & Robson,49.293257,-123.138563,20,0,1,6,12,13,1,9
f1ca711137cde59e824167a4274df888,Keefer & Columbia,49.279342,-123.101822,14,2,6,5,47,13,10,36
f3708906ec71348f5a42579fede36a0d,Rogers Tower,49.288682,-123.11818,18,2,2,3,50,37,2,5
f387ec226c432c5c054e3d3616d90501,Woodland & Graveley,49.270684,-123.073562,12,0,0,1,21,8,0,19
f38bac9712f3beee2149ba2a97048878,Cardero & Bayshore,49.291597,-123.129158,20,1,3,8,28,10,1,15
f5e8fa1fc4252bda2f93dd27ed2d603f,Nelson & Denman,49.2890705989865,-123.138407369468,18,0,2,8,31,20,0,19
f62bc2bfe9a0a563d5b6745ce6d962ba,8th & Fraser,49.263382,-123.088837,16,0,0,2,9,2,0,7
f90ed7ad754ec04b7852941a480a4c77,Balaclava & 6th,49.266924,-123.173849,16,0,0,3,19,8,0,9
f97d5bf41f35aa181288429fb52e3488,Cambie & Water,49.284605,-123.108662,32,3,17,2,50,25,5,19
fad9ebcf614dd1a72593a34072ff76f8,Helmcken & Burrard,49.279938,-123.127478,15,0,27,5,44,41,1,23
fbb1d30d7f30b049873f5be5688563d4,Hornby & Pender,49.28602,-123.116624,22,3,7,6,50,50,2,14
fbb4c06b719596c21f91fd51ef6d4710,7th & Heather,49.265089,-123.119425,18,1,0,2,29,9,0,5
fe0c57d04d6e682d284d501446095fc9,Union & Dunlevy,49.277595,-123.09583,16,0,1,2,21,8,2,30
fedff7a263c182df94bda7307059cc52,Richards & Helmcken,49.277141,-123.122589,18,1,24,4,50,32,2,29
fef69fb400210d861107a61db954d037,Keefer & Abbott,49.279821,-123.10802,28,4,15,2,50,16,11,16
fffd87607aaae16fbb1f71615cbe7d17,8th & Prince Edward,49.263518,-123.09568,18,1,3,4,20,5,0,10
